v_name,v_link,v_img,v_dur,v_num_play,v_time,u_link,u_id,v_id,aid,cid,reply,danmu,favorite,coin,share,like,tname,tag,tag_num
【华晨宇/颜向】养猫吗？漂亮又狡黠危险又矜贵那种,https://www.bilibili.com/video/BV13p4y1D73a?from=search,https://i1.hdslb.com/bfs/archive/c056a0b3fa8caea692f47805f32fca97836b44f7.jpg@480w_300h_1c.webp,192,166000,2020-06-12,https://space.bilibili.com/30442440?from=search,30442440,BV13p4y1D73a,968457034,201267880,613,822,11157,6553,1187,14524,粉丝创作,明星*华晨宇*花花*混剪*踩点*持靓杀人*杂志,7
金星：说话从没让人失望过、华晨宇被吐槽没几首好歌,https://www.bilibili.com/video/BV1bu41127NT?from=search,https://i2.hdslb.com/bfs/archive/9d959e44387cbb7414c43b03a0a19994a1a90273.jpg@480w_300h_1c.webp,26,41000,2022-01-08,https://space.bilibili.com/433311060?from=search,433311060,BV1bu41127NT,508089450,479907222,18,8,72,0,1,4282,粉丝创作,综艺*金星*吐槽*娱乐速报官*打卡挑战,5
【华晨宇】大张伟欣赏花花却找不到人交流的样子，像极了刚入坑时的我,https://www.bilibili.com/video/BV1GJ411p7v3?from=search,https://i2.hdslb.com/bfs/archive/ed573e13cf1d4ac087c3bf66399428792fb0a10b.jpg@480w_300h_1c.webp,216,336000,2020-01-11,https://space.bilibili.com/11906958?from=search,11906958,BV1GJ411p7v3,82991828,141843294,1571,2188,3743,628,1738,7683,粉丝创作,明星*华晨宇*大张伟*花花*安利,5
【华晨宇】150413 音乐风云榜--无字歌（癌）& Chandelier 高清,https://www.bilibili.com/video/BV1us411D7g6?from=search,https://i1.hdslb.com/bfs/archive/e0cc08a17c75600020956d74c2f45f2c29fd477e.jpg@480w_300h_1c.webp,494,334000,2015-04-14,https://space.bilibili.com/1904723?from=search,1904723,BV1us411D7g6,2220044,3450233,2310,4476,6419,771,5306,3415,音乐综合,华晨宇*癌*无字歌*CHANDELIER,4
【华晨宇】即兴弹唱《将进酒》,https://www.bilibili.com/video/BV1yk4y1k7yv?from=search,https://i1.hdslb.com/bfs/archive/4614676766f121f1eba99f77e63d6e4c6523c077.jpg@480w_300h_1c.webp,157,265000,2020-05-10,https://space.bilibili.com/273083028?from=search,273083028,BV1yk4y1k7yv,753116831,189415292,631,859,8369,1523,1122,13290,明星综合,明星*王牌对王牌*综艺*华晨宇*将进酒*即兴*弹唱*歌手*音乐,9
华晨宇六首原创新歌 官方纯享版合集,https://www.bilibili.com/video/BV1DQ4y1e7i4?from=search,https://i1.hdslb.com/bfs/archive/d9d06d34a3447efea4d92276422a702980f9abcb.jpg@480w_300h_1c.webp,110520,72000,2021-12-09,https://space.bilibili.com/331865042?from=search,331865042,BV1DQ4y1e7i4,719730511,457893967,167,243,2185,693,501,1884,音乐综合,音乐现场*花花*LIVE*演唱会*听歌*华晨宇*音乐选集*华语现场,8
【华晨宇手书】每天回家都会看到动物园炸了,https://www.bilibili.com/video/BV1Xa4y1p7tN?from=search,https://i0.hdslb.com/bfs/archive/5c2a4b270d25b245534c6456fcd3779febec9119.jpg@480w_300h_1c.webp,166,97000,2020-11-14,https://space.bilibili.com/675753138?from=search,675753138,BV1Xa4y1p7tN,670347476,255609361,773,1241,9618,11918,1566,12466,短片·手书·配音,华晨宇*HCY148,2
【华晨宇】花絮比正片好看之华老师是真的牛,https://www.bilibili.com/video/BV12t411P7iy?from=search,https://i2.hdslb.com/bfs/archive/c9bd2b806becf50c48a3a204b488d2ebfa6202d0.jpg@480w_300h_1c.webp,997,331000,2019-07-28,https://space.bilibili.com/22807706?from=search,22807706,BV12t411P7iy,61068646,106247860,218,2420,7808,470,405,7458,综艺,综艺*明星*华晨宇*明日之子*音乐*花絮,6
华晨宇辣个小子真的太可爱呐,https://www.bilibili.com/video/BV1VJ41117pv?from=search,https://i0.hdslb.com/bfs/archive/3ee10257bafda474578f9cae924f82cee6423773.jpg@480w_300h_1c.webp,55,203000,2019-12-11,https://space.bilibili.com/15612982?from=search,15612982,BV1VJ41117pv,78900441,135010515,489,809,12650,3184,1792,15508,音乐现场,音乐现场*花花*开口跪*演唱会*现场,5
张艺兴华晨宇的音乐友谊小路,https://www.bilibili.com/video/BV1ix411V7Bn?from=search,https://i2.hdslb.com/bfs/archive/3d0286696995150f55dc2b98c23ac00b4ba62dc3.jpg@480w_300h_1c.webp,4615,328000,2017-11-22,https://space.bilibili.com/13755344?from=search,13755344,BV1ix411V7Bn,16567073,27022206,1137,6770,8846,1313,1184,3913,明星综合,明星*棉花糖*蛋花*花心*华兴*花旦,6
明星们眼中的华晨宇！,https://www.bilibili.com/video/BV1Jt411w7DR?from=search,https://i2.hdslb.com/bfs/archive/71c33894abb102fc34fc551001804adb39de2082.jpg@480w_300h_1c.webp,520,295000,2019-07-28,https://space.bilibili.com/443252873?from=search,443252873,BV1Jt411w7DR,61087264,106282642,488,1847,6291,968,494,11697,综艺,明星*综艺*华晨宇*花花*华晨宇YU*娱乐*剪辑,7
【华晨宇】【治愈系CUT】天曾缺掉的角 无非此等神采。,https://www.bilibili.com/video/BV1cs41127rz?from=search,https://i1.hdslb.com/bfs/archive/9a54b2fa514fc27a787b7882c736d5e9b42e7181.jpg@480w_300h_1c.webp,19899,233000,2015-09-26,https://space.bilibili.com/4579858?from=search,4579858,BV1cs41127rz,2960697,4636008,991,27952,15635,2459,826,4649,明星综合,明星*华晨宇*华晨宇YU*花儿与少年*华晨宇治愈系*花学,6
华晨宇竟然这样怼人......,https://www.bilibili.com/video/BV1eJ411p7Rh?from=search,https://i1.hdslb.com/bfs/archive/dd5017549821a4d358809976b66c9ef99173a3ef.jpg@480w_300h_1c.webp,203,246000,2020-01-12,https://space.bilibili.com/12659112?from=search,12659112,BV1eJ411p7Rh,83059391,142090438,383,2784,6463,2555,677,13850,粉丝创作,综艺*明星*华晨宇*花花*HCY48*HCY148*男神*娱乐*剪辑*全能打卡挑战,10
当华晨宇被一群人围着过生日,https://www.bilibili.com/video/BV1gu41197Ft?from=search,https://i2.hdslb.com/bfs/archive/1e149ef239fe43d06bd22c7cc03cbe59c7eb9f9a.jpg@480w_300h_1c.webp,147,15000,2022-02-07,https://space.bilibili.com/517664477?from=search,517664477,BV1gu41197Ft,508874472,503241877,59,50,536,135,51,2308,明星综合,娱你在一起*华晨宇*生贺*花花*生日快乐,5
与华晨宇牵手女生正脸曝光，高清照很是漂亮，疑曾参演乔家的儿女,https://www.bilibili.com/video/BV1Dq4y1x7o6?from=search,https://i1.hdslb.com/bfs/archive/59b522ee9bda4288d9d89cf2a1edecc04ac7ee42.jpg@480w_300h_1c.webp,65,10000,2022-03-03,https://space.bilibili.com/701991586?from=search,701991586,BV1Dq4y1x7o6,594375890,540493030,4,3,7,0,1,30,明星综合,华晨宇*乔家的儿女*张碧晨,3
尤静波教授评：华晨宇《斗牛》一首史诗般的强叙事摇滚歌剧，湖南卫视「歌手·当打之年」第二期。,https://www.bilibili.com/video/BV197411g75a?from=search,https://i1.hdslb.com/bfs/archive/05eccca399a3676867e5f34ebfdd89803253121a.jpg@480w_300h_1c.webp,1138,189000,2020-02-15,https://space.bilibili.com/323856337?from=search,323856337,BV197411g75a,89081824,152157281,1064,2394,2987,7241,1446,12655,音乐综合,华晨宇*斗牛*花花*歌手*当打之年*全民音乐UP主*尤静波,7
【华晨宇】2018鸟巢火星演唱会 20180908 山顶饭拍全程,https://www.bilibili.com/video/BV1TW411o7KM?from=search,https://i1.hdslb.com/bfs/archive/8308f8945f08768ec767c2be97f4097f086e1b66.jpg@480w_300h_1c.webp,10972,232000,2018-09-09,https://space.bilibili.com/74127182?from=search,74127182,BV1TW411o7KM,31362483,54800497,650,9781,10749,5035,1765,5929,音乐现场,音乐现场*华晨宇*演唱会*现场*音乐,5
【REACTION】华晨宇《走，一起去看日出吧》 彻底颠覆马来西亚三剑客对花花的印象！,https://www.bilibili.com/video/BV1a44y1W7xa?from=search,https://i0.hdslb.com/bfs/archive/c5da7a890cba227a5be52642176cc84cbf372ce5.jpg@480w_300h_1c.webp,1284,12000,2022-02-18,https://space.bilibili.com/1820494274?from=search,1820494274,BV1a44y1W7xa,978829670,500960339,140,351,64,346,13,968,音乐综合,乐评盘点*华晨宇*花花*反应*走一起去看日出吧*火星演唱会*反应视频*打卡挑战*2022新年音乐大作战*新年音乐大作战,10
2021华晨宇火星演唱会12.04下午场，分享大哥给火星人唱的《枕边故事》，哈哈哈哈哈太好笑，给我哥整不会了，一直憋笑好几次,https://www.bilibili.com/video/BV1i341147k1?from=search,https://i0.hdslb.com/bfs/archive/42e922b4e15607ed191904007d2ace2010eeab77.jpg@480w_300h_1c.webp,346,56000,2021-12-07,https://space.bilibili.com/21210934?from=search,21210934,BV1i341147k1,422152953,456155672,249,506,3194,741,567,3508,音乐现场,音乐现场*华晨宇*花花*火星演唱会*火星人,5
华晨宇瓜子脸背后经历了什么？背后的痛不是一般人能忍受的,https://www.bilibili.com/video/BV12s411u7rU?from=search,https://i1.hdslb.com/bfs/archive/111670933ad4363d2949f565832913800f4947f7.jpg@480w_300h_1c.webp,62,401000,2018-08-05,https://space.bilibili.com/291986098?from=search,291986098,BV12s411u7rU,28588704,49494287,1881,346,870,124,107,2110,娱乐杂谈,明星*华晨宇*娱乐*娱乐圈,4
【华晨宇】大型情感访谈节目之只有我一个人带孩子,https://www.bilibili.com/video/BV1cs411w7bf?from=search,https://i0.hdslb.com/bfs/archive/7170a78a66b5c2d0cc5d1001312b2d7ed6094715.jpg@480w_300h_1c.webp,168,223000,2018-07-30,https://space.bilibili.com/25232327?from=search,25232327,BV1cs411w7bf,28120670,48594760,2012,2881,8504,5257,3080,8088,明星综合,明星*华晨宇*花花*发发不哭～,4
20171014-华晨宇火星演唱会全程,https://www.bilibili.com/video/BV1ax411M7Fi?from=search,https://i0.hdslb.com/bfs/archive/4681a7cd009b6afb9d345548a8d9731a17b50576.jpg@480w_300h_1c.webp,8950,202000,2017-10-19,https://space.bilibili.com/12012145?from=search,12012145,BV1ax411M7Fi,15541396,25290861,423,12452,14035,5424,1136,6755,粉丝创作,明星*华晨宇*饭拍,3
【华晨宇】来自时代少年团贺峻霖的硬核表白,https://www.bilibili.com/video/BV1hz411B7sx?from=search,https://i0.hdslb.com/bfs/archive/6ce8a511a7a271ec88a6eea620d9bb2586a8c14a.jpg@480w_300h_1c.webp,29,315000,2020-04-20,https://space.bilibili.com/490041941?from=search,490041941,BV1hz411B7sx,200330290,180784432,577,591,4017,107,683,11448,明星综合,明星*贺峻霖*华晨宇,3
H!de海德-（reaction）一个抑郁症患者听写给抑郁症的歌，华晨宇-好想爱这个世界啊,https://www.bilibili.com/video/BV1XJ411Q7g5?from=search,https://i1.hdslb.com/bfs/archive/aa288ee39043b642de0415d51312b4f681729f75.jpg@480w_300h_1c.webp,87300,307000,2019-11-30,https://space.bilibili.com/302769417?from=search,302769417,BV1XJ411Q7g5,77537701,132665258,551,2925,3334,1324,1772,9060,娱乐杂谈,明星*华晨宇*花花*抑郁症*REACTION*YOUTUBE*反应,7
邓紫棋华晨宇演唱《光年之外》，后台众歌手Reaction,https://www.bilibili.com/video/BV1vW411L7Ge?from=search,https://i1.hdslb.com/bfs/archive/4a7cd863ea0c5cb958b663533f64427d397e60c2.jpg@480w_300h_1c.webp,425,403000,2018-04-15,https://space.bilibili.com/20849066?from=search,20849066,BV1vW411L7Ge,22102962,36539488,227,1301,1687,175,146,1379,音乐综合,华晨宇*邓紫棋*音乐*音乐选集,4
华晨宇和廖俊涛即兴创作，不修音也好听！花花隐藏技：听琴音识人,https://www.bilibili.com/video/BV1Hx411t775?from=search,https://i1.hdslb.com/bfs/archive/b5f9bdfe6fa254b95111af60a048d3085973859d.jpg@480w_300h_1c.webp,399,334000,2017-08-30,https://space.bilibili.com/2423927?from=search,2423927,BV1Hx411t775,13972863,22823447,583,1858,8542,724,2005,4310,综艺,综艺*华晨宇*即兴创作*廖俊涛,4
事实证明 华晨宇 你们黑不起,https://www.bilibili.com/video/BV17S4y1r7NX?from=search,https://i2.hdslb.com/bfs/archive/937b9ae97e996816a3964aee592f7cf64afa535a.jpg@480w_300h_1c.webp,286,16000,2022-02-16,https://space.bilibili.com/382308597?from=search,382308597,BV17S4y1r7NX,724042114,509930893,230,53,249,107,57,1200,娱乐杂谈,明星*音乐*华晨宇*花花*歌手,5
"【钢琴版16】 华晨宇 《好想我回来啊》 治愈三部曲: 第一部""挣扎篇"" Live完整版""2021火星演唱会 Mars Concert""",https://www.bilibili.com/video/BV1oZ4y197wf?from=search,https://i1.hdslb.com/bfs/archive/6fec71cc98c371f6d17df32b17fa7d19055a60da.jpg@480w_300h_1c.webp,307,35000,2021-12-12,https://space.bilibili.com/2044539890?from=search,2044539890,BV1oZ4y197wf,379793074,459788685,1419,109,1909,2245,136,2513,演奏,演奏*华晨宇*钢琴版*钢琴谱*好想我回来啊*治愈三部曲*简谱,7
【华晨宇】一听化成雨就笑开花的小可爱,https://www.bilibili.com/video/BV1VW411L7cU?from=search,https://i2.hdslb.com/bfs/archive/e140fd2fcb01387bbe8480f45f5c585b426dd908.jpg@480w_300h_1c.webp,13,365000,2018-04-24,https://space.bilibili.com/12012145?from=search,12012145,BV1VW411L7cU,22525406,37344976,246,185,4695,422,249,4327,粉丝创作,明星*华晨宇,2
三档音综PK收视，东方卫视亮出杀手锏，浙江彻底懵了，湖南华晨宇沦为陪衬，周深计划被打乱！,https://www.bilibili.com/video/BV1RS4y1S7Xq?from=search,https://i0.hdslb.com/bfs/archive/5e5d7d46dd877813bfb83be54ebb6c09045ad5a7.jpg@480w_300h_1c.webp,284,1068,2022-03-10,https://space.bilibili.com/1641835731?from=search,1641835731,BV1RS4y1S7Xq,724717277,546305042,21,15,3,2,0,51,明星综合,综艺*娱乐花式安利官*唱歌*音乐*娱乐*湖南卫视*周深*现场*打卡挑战*必剪创作*娱乐花式安利官第二期,11
看完谁不说一句：“ 华晨宇牛逼！” 真 · 华晨宇演唱会看到就是赚到！！所以你去看 2021年·国内最大规模·游乐场连开六天·顶级舞美·烟花盛放·火星演唱会了吗,https://www.bilibili.com/video/BV1zq4y147yb?from=search,https://i2.hdslb.com/bfs/archive/e6154656bb16a68bff7d2f2c7bd24c9025373558.jpg@480w_300h_1c.webp,34,2671,2022-03-06,https://space.bilibili.com/475562313?from=search,475562313,BV1zq4y147yb,594530873,542780192,31,6,91,14,8,697,粉丝创作,音乐现场*娱乐花式安利官*火星*演唱会*华晨宇*烟花*牛逼*娱乐花式安利官第二期,8
《王牌对王牌》第四季09 王牌青春班 华晨宇天台爆料引全场惊呼,https://www.bilibili.com/video/BV1GC4y1b73k?from=search,https://i2.hdslb.com/bfs/archive/b01c51eea30ae58a79bb52a40a4bb99e500302eb.jpg@480w_300h_1c.webp,5564,400000,2020-08-03,https://space.bilibili.com/429711841?from=search,429711841,BV1GC4y1b73k,796395628,328459254,276,1631,0,308,2,1954,综艺,"王牌对王牌*综艺*沈腾*真人秀*王牌*华晨宇*自己*郝健*关晓彤*主持人*沈涛*中国大陆*贾玲*王牌对王牌4*王牌对王牌 第四季*TrumpCardSeasonⅣ*王牌对王牌4,TrumpCardSeasonⅣ*关双双*Shuangshuang Guan*贾俞玲",20
华晨宇对张碧晨邓紫棋差别有多大？同是二人世界，喜欢谁一目了然,https://www.bilibili.com/video/BV1wL411P72h?from=search,https://i0.hdslb.com/bfs/archive/a042cc1229bb1a64c22b3e730bc484971699beac.jpg@480w_300h_1c.webp,160,1041,2022-03-10,https://space.bilibili.com/1632149530?from=search,1632149530,BV1wL411P72h,467207923,546203405,4,5,5,2,4,61,娱乐杂谈,影视剪影*真人秀*剪辑*邓紫棋*华晨宇*杂谈*张碧晨*八卦*影娱哔哔官*高能娱评官,10
华晨宇【手绘pv】《烟火里的尘埃》一定要听（看）到最后呀！！,https://www.bilibili.com/video/BV1vb411t7nu?from=search,https://i1.hdslb.com/bfs/archive/1fc87e58e5a94477b83f626ddbbebc325cd3a3f9.jpg@480w_300h_1c.webp,321,114000,2019-02-27,https://space.bilibili.com/33276577?from=search,33276577,BV1vb411t7nu,44851338,78539308,1316,2162,4516,10927,1674,12700,翻唱,绘画*翻唱*华晨宇*烟火里的尘埃*花花*音乐*灵魂画手*手绘*咽音,9
带篮子评价华晨宇生子【消音整改版】,https://www.bilibili.com/video/BV1ao4y1R75z?from=search,https://i2.hdslb.com/bfs/archive/d60fed3a9dfdf9c3d77eec49890486c323a25b7a.jpg@480w_300h_1c.webp,512,325000,2021-01-23,https://space.bilibili.com/291002095?from=search,291002095,BV1ao4y1R75z,373832221,286102305,819,2677,1925,1205,3403,6430,搞笑,华晨宇*搞笑*花花*陈义*抽象*篮子哥*抽象带篮子*带篮子*打卡挑战*必剪创作,10
疯了华晨宇的歌迷简直疯了！！！,https://www.bilibili.com/video/BV1hb411p7xN?from=search,https://i1.hdslb.com/bfs/archive/5bf26025c48743191313ab54dd96dfcdcba5c0ca.jpg@480w_300h_1c.webp,261,302000,2019-04-02,https://space.bilibili.com/154057736?from=search,154057736,BV1hb411p7xN,48061132,84191815,419,956,5435,1399,475,9021,音乐现场,音乐现场*华晨宇*演唱会*歌手*音乐*现场,6
花花*华晨宇与王嘉尔的友谊小船，原来你们早就认识啦~,https://www.bilibili.com/video/BV1gt41197Cv?from=search,https://i2.hdslb.com/bfs/archive/3bb4f759a58084a025da42f1ce1dec483f1ee09c.jpg@480w_300h_1c.webp,138,379000,2018-11-26,https://space.bilibili.com/292679346?from=search,292679346,BV1gt41197Cv,36764165,64557269,268,367,2501,187,261,3634,粉丝创作,明星*华晨宇*王嘉尔*花花*et*音乐*娱乐*朋友*剪辑*混剪*搞笑,11
古筝雷鬼？MAMA！up已疯《疯人院》纯筝翻奏，片尾华晨宇出没！！,https://www.bilibili.com/video/BV1FE411J7AR?from=search,https://i2.hdslb.com/bfs/archive/450c64b1c187f72972f5333c474367c91d59785d.jpg@480w_300h_1c.webp,393,177000,2020-03-02,https://space.bilibili.com/18226970?from=search,18226970,BV1FE411J7AR,93034784,159595632,490,1235,6576,5952,863,14684,演奏,演奏*华晨宇*疯人院*古筝*花花*火星演唱会*翻弹,7
【华晨宇】32岁的长发染发纹身花叛逆，蛊死了！啊啊！,https://www.bilibili.com/video/BV1nF411t7mv?from=search,https://i1.hdslb.com/bfs/archive/03721e6c942a8d7d95c1460f6af161798a99ee87.jpg@480w_300h_1c.webp,23,14000,2022-02-22,https://space.bilibili.com/477922268?from=search,477922268,BV1nF411t7mv,296796237,514837497,60,4,130,8,36,628,粉丝创作,华晨宇*花花,2
华晨宇小奶音合集part3（这谁能扛得住啊）,https://www.bilibili.com/video/BV1nb411u73o?from=search,https://i1.hdslb.com/bfs/archive/3f8f4d6f9952288f5864c8b127f6f4437394a676.jpg@480w_300h_1c.webp,246,220000,2019-04-07,https://space.bilibili.com/94471101?from=search,94471101,BV1nb411u73o,48600950,85108467,375,1495,13616,2807,833,11494,粉丝创作,明星*华晨宇*剪辑,3
【华晨宇】这小奶音，谁受得了啊 | 第一弹,https://www.bilibili.com/video/BV1EZ4y1x7hr?from=search,https://i1.hdslb.com/bfs/archive/b398bf65fb69cc1430e011bb7938708060571b04.jpg@480w_300h_1c.webp,94,197000,2020-04-06,https://space.bilibili.com/273083028?from=search,273083028,BV1EZ4y1x7hr,370240671,174529739,443,906,10891,2491,927,16386,粉丝创作,明星*王牌对王牌*华晨宇*可爱*小奶音*歌手,6
「完结」【壳卷｜华飒】【华晨宇水仙剧】【Amor第一季】,https://www.bilibili.com/video/BV1Q441117WH?from=search,https://i0.hdslb.com/bfs/archive/64f663092b055fa3cfb2fc14eb9aa2d109c3fe67.jpg@480w_300h_1c.webp,7253,248000,2019-09-03,https://space.bilibili.com/352185915?from=search,352185915,BV1Q441117WH,66456840,210612163,2042,12703,7608,3527,893,6039,明星综合,明星*华晨宇*水仙剧*双花*华晨宇水仙*hcy148*萌新UP报到*华晨宇水仙剧,8
【华晨宇】【饭拍】20170422香蕉计划B.I.G嘉年华全程,https://www.bilibili.com/video/BV11x411U7ZV?from=search,https://i2.hdslb.com/bfs/archive/8e23fc2f7721ce8c6cc4b4144539f22a83e60952.jpg@480w_300h_1c.webp,138540,154000,2017-04-27,https://space.bilibili.com/10119581?from=search,10119581,BV11x411U7ZV,10123022,16727540,877,8146,15149,6867,2018,8400,音乐现场,音乐现场*华晨宇*现场*齐天大圣*内地音乐*我的滑板鞋2016*我们都是孤独的*蜉蝣*异类*LIVE,10
【音域拓展训练】，每天5分钟，高音塞过华晨宇！,https://www.bilibili.com/video/BV1WW411r7gV?from=search,https://i0.hdslb.com/bfs/archive/21d1741ee9ce32f216b9653f09beed757dd7e98c.jpg@480w_300h_1c.webp,331,239000,2018-09-21,https://space.bilibili.com/374692347?from=search,374692347,BV1WW411r7gV,32153830,56250798,711,1288,16959,3688,1907,5212,野生技能协会,野生技术协会,1
好甜！官宣未婚生女后，张碧晨再公布喜讯，与华晨宇暗戳戳秀恩爱,https://www.bilibili.com/video/BV11v411h7mU?from=search,https://i1.hdslb.com/bfs/archive/a3f0fe22dfa13ad68fef37f25043460c26ac04ae.png@480w_300h_1c.webp,66,405000,2021-03-14,https://space.bilibili.com/491480950?from=search,491480950,BV11v411h7mU,247070272,310058134,284,31,92,15,7,1127,明星综合,明星*华晨宇*明星情侣*张碧晨*明星秀恩爱*华迎晨,6
【歌手】如何看待华晨宇荣获歌王？,https://www.bilibili.com/video/BV1Qz411B7FG?from=search,https://i1.hdslb.com/bfs/archive/a4d827de662f6c460a3664f7dd4ee1cbe97e63e7.jpg@480w_300h_1c.webp,238,184000,2020-04-25,https://space.bilibili.com/487525610?from=search,487525610,BV1Qz411B7FG,200396519,183097095,4403,4510,1831,5738,285,13359,音乐综合,华晨宇*花花*歌手*音乐*校园星UP,5
邓紫棋新歌疑内涵华晨宇，歌词惊现后者口头禅，网友直呼太明显,https://www.bilibili.com/video/BV1VX4y1g7yu?from=search,https://i0.hdslb.com/bfs/archive/740fdf8fb7b83280e4cc51558db4f7fa2d2492ab.jpg@480w_300h_1c.webp,71,352000,2021-04-02,https://space.bilibili.com/523915325?from=search,523915325,BV1VX4y1g7yu,714906464,318498022,2212,286,206,41,226,3577,明星综合,明星*华晨宇*邓紫棋*GEM邓紫棋*邓紫棋内涵华晨宇*邓紫棋新歌,6
【电吉他】改编华晨宇《火星三部曲》燃爆！《好想爱这个世界啊》&《疯人院》,https://www.bilibili.com/video/BV1oJ41157pE?from=search,https://i0.hdslb.com/bfs/archive/5f1b5dd9142173fe992ce4debd11eedccc7edd4a.jpg@480w_300h_1c.webp,302,108000,2020-01-04,https://space.bilibili.com/21833607?from=search,21833607,BV1oJ41157pE,82066417,140422653,757,1529,6496,11174,1758,11572,演奏,演奏*好想爱这个世界啊*疯人院*与火星的孩子对话*花花*摇滚*吉他*大哥*2019新人嘉年华,9
外国小姐姐看华晨宇《齐天》反应，我爱他！！【熟肉】,https://www.bilibili.com/video/BV1bt411b7Ki?from=search,https://i0.hdslb.com/bfs/archive/839e2a678805eb3b46a2b22ce285adeba92c9087.png@480w_300h_1c.webp,413,389000,2019-01-24,https://space.bilibili.com/2420868?from=search,2420868,BV1bt411b7Ki,41577380,73014378,108,281,653,342,26,2106,日常,华晨宇*花花*齐天*音乐*现场版*反应*reaction*外国小姐姐*2018,9
【Reaction双语字幕】Sofie看华晨宇《平凡之路》 哭了,https://www.bilibili.com/video/BV13W411P73D?from=search,https://i2.hdslb.com/bfs/archive/e210687bf44e4e12346eb22aa6e80d6ad5535912.jpg@480w_300h_1c.webp,577,386000,2018-06-09,https://space.bilibili.com/3810775?from=search,3810775,BV13W411P73D,24604048,41357174,357,983,1386,247,199,2030,音乐综合,华晨宇*平凡之路*开口跪*循环*音乐选集*外国人反应,6
完整版！华晨宇治愈新歌，《花落时相遇》,https://www.bilibili.com/video/BV16M4y1P7mD?from=search,https://i0.hdslb.com/bfs/archive/b72bce58623959eb756229bad880e958cbd8b74a.png@480w_300h_1c.webp,348,63000,2021-12-04,https://space.bilibili.com/628970233?from=search,628970233,BV16M4y1P7mD,934507330,454668596,1045,414,1800,548,836,2835,音乐现场,音乐现场*华晨宇*治愈向*LIVE*演唱会*歌曲*华语现场,7
【华晨宇】瞒着大哥在马路伢子开“演唱会”《走，一起去看日出吧》《与火星的孩子对话》《黑白艺术家》(节选),https://www.bilibili.com/video/BV1sL411j7cv?from=search,https://i2.hdslb.com/bfs/archive/33a0a85b0b0979a16949e32c5c543df8407fbcf1.jpg@480w_300h_1c.webp,623,43000,2021-12-16,https://space.bilibili.com/26565458?from=search,26565458,BV1sL411j7cv,464934903,462402797,223,198,1298,1154,139,3515,粉丝创作,娱乐花式安利官*生活记录*华晨宇*音乐*团建*走，一起去看日出吧,6
这些恐怕是明星最想删掉的视频，林俊杰，王嘉尔，华晨宇，易烊千玺，杨幂，汪东城,https://www.bilibili.com/video/BV1jE411v7F9?from=search,https://i0.hdslb.com/bfs/archive/0fb1384d6730f7204d9293bb7ce597a17242d82c.jpg@480w_300h_1c.webp,495,271000,2019-11-12,https://space.bilibili.com/12394995?from=search,12394995,BV1jE411v7F9,75039551,128373406,695,6135,3810,1118,4117,9686,日常,华晨宇*王嘉尔*易烊千玺*汪东城*明星*杨幂*林俊杰,7
华晨宇反诈版《Stay with me》直拍,https://www.bilibili.com/video/BV1HP4y1g7hU?from=search,https://i2.hdslb.com/bfs/archive/ed5e1efc5dd10673b6aa69f6b96479cdd64e91d6.png@480w_300h_1c.webp,173,2296,2022-03-08,https://space.bilibili.com/252577266?from=search,252577266,BV1HP4y1g7hU,894514372,544114835,19,6,92,7,21,450,音乐综合,音乐现场*华晨宇*花花*沈腾*Stay with me*鬼怪*直拍*反诈,8
【小资CHIC】华晨宇：第四颗行星,https://www.bilibili.com/video/BV13b411t7Xs?from=search,https://i1.hdslb.com/bfs/archive/a32742eef9706eaf861bbe1f1a747fc3913597f3.jpg@480w_300h_1c.webp,50,68000,2019-03-26,https://space.bilibili.com/78500263?from=search,78500263,BV13b411t7Xs,47401457,83019954,1450,3566,9225,12461,1318,11229,时尚潮流,华晨宇*花花*杂志花絮*时尚杂志*小资CHIC*小资风尚,6
华晨宇的咽音如何科学分析？让高音轻松又扎实的歌唱技巧？【小白也能懂Ep.5】feat.啟锋老师（海阔天空）,https://www.bilibili.com/video/BV12m4y1R7we?from=search,https://i2.hdslb.com/bfs/archive/760e7f8a208d8025b9182f72d3fb19d5f5f3ca5a.jpg@480w_300h_1c.webp,796,4747,2022-03-03,https://space.bilibili.com/6248424?from=search,6248424,BV12m4y1R7we,679434922,540612671,23,20,318,97,11,255,野生技能协会,学唱歌*华晨宇*唱歌技巧*高音*咽音*海阔天空*技能提升营,7
山东第一医科大学活动两人现场翻唱华晨宇《烟火里的尘埃》，完成度如何？,https://www.bilibili.com/video/BV1vW411F71K?from=search,https://i1.hdslb.com/bfs/archive/180ef04451e34dd82893614addd61af0d1fcfe44.jpg@480w_300h_1c.webp,207,376000,2018-06-15,https://space.bilibili.com/77338831?from=search,77338831,BV1vW411F71K,24912621,42042082,754,590,773,688,150,1872,翻唱,中文翻唱*翻唱*华晨宇*男声*开口跪*现场,6
他用这首歌战胜华晨宇！燃爆全场起立膜拜，杨坤：赢了！,https://www.bilibili.com/video/BV1zT4y1R7gQ?from=search,https://i1.hdslb.com/bfs/archive/549ca6e85e7b33892e70abffdab6d4b690cd1446.jpg@480w_300h_1c.webp,191,117000,2021-10-27,https://space.bilibili.com/353230307?from=search,353230307,BV1zT4y1R7gQ,933761597,431784281,207,119,303,168,15,3674,音乐综合,乐评盘点*音乐分享官*张杰*华晨宇*躯壳人生*好想大声说爱你*耿斯汉*选秀*歌手*再也没有,10
